,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date,Ave DNI Jan,Ave GHI Jan,Ave Lat Tilt Jan,Ave DNI Aug,Ave GHI Aug,Ave Lat Tilt Aug
794,Brewster,41.4,-73.62,32.22,45.0,20.0,3.1,US,1596307583.0,3.22,1.98,3.63,4.25,5.17,5.31
795,Lufkin,31.34,-94.73,31.67,66.0,40.0,0.81,US,1596307583.0,3.61,2.64,3.87,5.36,6.06,6.04
796,Campbellsville,37.34,-85.34,28.0,65.0,40.0,5.1,US,1596307549.0,2.79,2.0,3.22,4.86,5.69,5.77
797,Claremore,36.31,-95.62,28.89,36.0,40.0,2.6,US,1596307583.0,3.89,2.45,4.06,6.1,6.16,6.25
798,Saint-Raymond,45.47,-73.61,30.56,51.0,20.0,2.1,CA,1596307584.0,,,,,,
799,Liberty,31.83,-81.5,35.0,49.0,75.0,2.6,US,1596307584.0,4.28,2.94,4.44,4.48,5.64,5.61
800,Terrell,32.74,-96.28,32.22,48.0,75.0,3.6,US,1596307498.0,4.02,2.71,4.16,5.91,6.24,6.25
801,Port Huron,42.97,-82.42,27.0,57.0,40.0,2.1,US,1596307584.0,2.29,1.59,2.84,4.54,5.26,5.42
802,Brawley,32.98,-115.53,38.89,45.0,1.0,6.7,US,1596307584.0,6.24,3.55,5.81,8.13,7.09,7.09
803,San Clemente,33.43,-117.61,26.67,78.0,0.0,2.24,US,1596307455.0,4.14,3.06,4.73,5.4,6.37,6.43
804,Carpinteria,34.4,-119.52,38.89,22.0,0.0,0.45,US,1596307584.0,4.66,3.04,4.91,5.83,6.29,6.32
805,Nogales,31.31,-110.94,33.89,38.0,1.0,2.64,MX,1596307585.0,7.16,3.82,6.14,6.07,6.0,5.93
806,Lethbridge,49.7,-112.82,25.0,61.0,75.0,5.7,CA,1596307538.0,,,,,,
807,Cuauhtémoc,28.42,-106.87,27.22,44.0,7.0,1.34,MX,1596307585.0,,,,,,
808,Macamic,48.75,-79.0,28.0,45.0,75.0,4.1,CA,1596307585.0,,,,,,
809,Conroe,30.31,-95.46,30.56,70.0,1.0,3.6,US,1596307585.0,3.62,2.74,3.94,4.76,5.8,5.75
810,Nacogdoches,31.6,-94.63,31.67,66.0,75.0,3.0,US,1596307586.0,3.59,2.62,3.85,5.31,6.03,6.01
811,La Plata,-34.92,-57.95,21.0,64.0,20.0,6.2,AR,1596307323.0,,,,,,
812,Carson City,39.16,-119.77,30.0,7.0,1.0,2.6,US,1596307502.0,4.63,2.4,4.45,9.36,7.26,7.46
813,Elizabethtown,37.69,-85.86,28.33,78.0,40.0,5.1,US,1596307586.0,2.82,1.99,3.24,5.07,5.74,5.83
814,Poquoson,37.12,-76.35,31.0,84.0,20.0,3.1,US,1596307586.0,3.85,2.4,4.06,4.79,5.63,5.71
815,Levelland,33.59,-102.38,32.78,29.0,20.0,2.6,US,1596307586.0,5.83,3.32,5.44,6.99,6.74,6.75
816,Slidell,30.28,-89.78,32.78,62.0,20.0,3.1,US,1596307587.0,3.84,2.92,4.21,4.53,5.64,5.6
817,Sulphur Springs,33.14,-95.6,31.11,42.0,40.0,3.1,US,1596307587.0,3.83,2.62,4.03,5.9,6.21,6.22
818,Fairhope,30.52,-87.9,31.67,74.0,1.0,2.6,US,1596307587.0,3.9,2.91,4.23,4.43,5.56,5.52
819,Cheney,47.49,-117.58,28.0,32.0,75.0,2.1,US,1596307336.0,1.83,1.06,2.12,7.43,6.23,6.75
820,Pulaski,34.77,-92.3,28.89,54.0,75.0,4.6,US,1596307587.0,3.36,2.37,3.7,5.45,5.99,6.04
821,Northfield,44.46,-93.16,28.0,50.0,75.0,2.6,US,1596307587.0,2.16,1.41,2.61,5.15,5.33,5.58
822,Sikeston,36.88,-89.59,22.0,83.0,90.0,4.1,US,1596307588.0,3.12,2.14,3.47,5.53,5.97,6.07
823,Binghamton,42.1,-75.92,30.56,44.0,75.0,2.6,US,1596307289.0,2.95,1.78,3.27,4.16,5.12,5.23
824,Mandeville,18.04,-77.51,32.0,66.0,40.0,4.6,JM,1596307588.0,,,,,,
825,Sebring,27.5,-81.44,33.0,52.0,90.0,5.1,US,1596307588.0,5.11,3.65,5.16,4.22,5.52,5.44
826,Stephenville,32.22,-98.2,31.67,35.0,1.0,2.6,US,1596307512.0,4.71,3.0,4.66,6.19,6.29,6.27
827,Mina,26.0,-100.53,28.33,61.0,75.0,7.2,MX,1596307588.0,,,,,,
828,Hawkesbury,45.6,-74.62,30.0,51.0,40.0,1.5,CA,1596307589.0,,,,,,
829,Belton,38.81,-94.53,27.78,44.0,20.0,4.1,US,1596307589.0,3.56,2.19,3.82,5.45,5.72,5.84
830,Cordele,31.96,-83.78,34.44,52.0,1.0,3.1,US,1596307581.0,4.3,2.91,4.43,4.55,5.72,5.72
831,Statesville,35.78,-80.89,31.11,66.0,75.0,2.1,US,1596307589.0,4.32,2.62,4.36,4.65,5.71,5.76
832,Bullhead City,35.15,-114.57,43.33,12.0,20.0,6.2,US,1596307589.0,5.98,3.24,5.57,7.99,6.99,7.06
833,Shawville,45.6,-76.48,31.67,39.0,49.0,0.6,CA,1596307589.0,,,,,,
834,Oxbow,49.23,-102.17,24.44,52.0,8.0,4.47,CA,1596307590.0,,,,,,
835,Spring Hill,28.48,-82.53,35.0,46.0,1.0,3.6,US,1596307590.0,4.91,3.47,4.99,4.16,5.4,5.33
836,Bloomsburg,41.0,-76.45,31.11,45.0,79.0,2.21,US,1596307590.0,2.63,1.81,3.15,4.04,5.15,5.24
837,Gravenhurst,44.92,-79.37,28.0,45.0,90.0,1.5,CA,1596307590.0,,,,,,
838,Portsmouth,50.8,-1.09,20.56,76.0,2.0,6.14,GB,1596307590.0,,,,,,
839,Bellevue,47.61,-122.2,19.44,72.0,90.0,1.8,US,1596307509.0,1.17,0.95,1.68,5.91,5.38,5.73
840,Port Charlotte,26.98,-82.09,35.0,49.0,40.0,6.7,US,1596307591.0,5.14,3.72,5.22,4.33,5.57,5.49
841,Zion,42.45,-87.83,25.0,78.0,40.0,3.6,US,1596307591.0,2.48,1.68,3.0,4.62,5.26,5.43
842,Pierreville,46.07,-72.81,28.89,48.0,1.0,4.6,CA,1596307591.0,,,,,,
843,Ingleside,27.88,-97.21,33.0,66.0,1.0,3.1,US,1596307591.0,3.46,2.94,4.0,5.86,6.38,6.3
844,Ontario,34.06,-117.65,37.22,10.0,20.0,2.6,US,1596307370.0,4.6,3.06,4.9,7.64,7.22,7.31
845,San Marcos,33.14,-117.17,27.78,77.0,1.0,5.1,US,1596307352.0,5.11,3.26,5.19,7.2,6.99,7.05
846,La Paz,-16.5,-68.15,18.0,10.0,29.0,3.6,BO,1596307592.0,,,,,,
847,LaBelle,26.76,-81.44,36.11,55.0,75.0,4.1,US,1596307592.0,5.26,3.72,5.21,4.27,5.55,5.46
848,Plainview,40.78,-73.47,31.11,54.0,90.0,3.6,US,1596307592.0,3.14,1.97,3.54,4.49,5.33,5.47
849,Magog,45.27,-72.15,26.67,54.0,40.0,3.1,CA,1596307592.0,,,,,,
850,,,,,,,,,,,,,,,
851,North Adams,42.7,-73.11,29.44,39.0,1.0,2.1,US,1596307592.0,2.81,1.71,3.18,4.1,4.94,5.07
852,Lower Burrell,40.55,-79.76,26.0,74.0,75.0,3.6,US,1596307593.0,2.61,1.81,3.1,4.14,5.23,5.33
853,Stirling,56.12,-3.94,16.67,72.0,75.0,0.89,GB,1596307593.0,,,,,,
854,Keller,32.93,-97.25,32.22,43.0,75.0,3.1,US,1596307593.0,4.36,2.84,4.43,6.31,6.38,6.39
855,Clovis,36.83,-119.7,33.33,28.0,1.0,1.29,US,1596307581.0,2.44,2.1,3.21,8.23,7.21,7.38
856,Moosomin,50.13,-101.67,23.51,43.0,0.0,4.16,CA,1596307383.0,,,,,,
857,Tupelo,34.26,-88.7,27.0,65.0,90.0,5.1,US,1596307500.0,3.41,2.41,3.73,5.09,5.9,5.94
858,Marlton,39.89,-74.92,32.78,40.0,1.0,2.57,US,1596307594.0,3.32,2.05,3.64,4.25,5.27,5.36
859,East Wenatchee Bench,47.43,-120.28,30.0,26.0,1.0,5.1,US,1596307594.0,2.05,1.17,2.4,7.28,6.3,6.86
860,Bagotville,-28.98,153.42,9.44,93.0,90.0,2.78,AU,1596307594.0,,,,,,
861,Moses Lake,47.13,-119.28,29.0,26.0,1.0,2.6,US,1596307328.0,2.19,1.18,2.44,7.93,6.48,7.06
862,Cutler Bay,25.58,-80.34,32.0,66.0,20.0,10.8,US,1596307594.0,5.5,3.92,5.4,4.5,5.73,5.62
863,Chowchilla,37.12,-120.26,30.0,23.0,1.0,5.1,US,1596307594.0,2.29,2.03,3.09,8.16,7.2,7.38
864,Minden,52.28,8.92,25.0,69.0,75.0,2.1,DE,1596307492.0,,,,,,
865,Bryan,30.67,-96.37,33.33,62.0,75.0,3.45,US,1596307595.0,3.8,2.79,4.06,5.44,6.11,6.07
866,Columbus,39.96,-83.0,28.89,78.0,75.0,2.6,US,1596307589.0,2.56,1.82,3.06,4.44,5.36,5.46
867,Carman,49.5,-98.0,24.44,51.0,0.0,3.58,CA,1596307595.0,,,,,,
868,Bloomfield,40.81,-74.19,33.89,29.0,1.0,2.6,US,1596307595.0,3.33,2.03,3.7,4.17,5.15,5.26
869,Hickory,35.73,-81.34,32.22,62.0,1.0,4.1,US,1596307595.0,4.32,2.64,4.39,4.38,5.58,5.61
870,Orangeburg,33.49,-80.86,32.0,83.0,1.0,3.6,US,1596307595.0,4.31,2.82,4.43,4.38,5.59,5.6
871,St. Pete Beach,27.73,-82.74,36.11,55.0,1.0,4.1,US,1596307434.0,5.15,3.63,5.17,4.88,5.84,5.77
872,Moorpark,34.29,-118.88,38.89,20.0,0.0,3.13,US,1596307425.0,4.88,3.08,5.02,7.93,7.21,7.29
873,Sedro-Woolley,48.5,-122.24,22.0,64.0,75.0,3.6,US,1596307595.0,1.45,0.95,1.85,5.01,5.2,5.57
874,Mattoon,39.48,-88.37,19.44,93.0,90.0,5.7,US,1596307561.0,2.67,1.84,3.09,5.14,5.64,5.77
875,Durango,24.83,-104.83,24.75,46.0,87.0,5.3,MX,1596307401.0,,,,,,
876,Atoka,34.4,-96.02,30.56,48.0,1.0,1.5,US,1596307596.0,3.96,2.59,4.11,6.09,6.21,6.25
877,Deming,32.27,-107.76,33.0,21.0,1.0,2.6,US,1596307596.0,7.05,3.74,6.11,6.86,6.6,6.57
878,Maumelle,34.87,-92.4,28.89,60.0,3.0,0.89,US,1596307597.0,3.42,2.37,3.72,5.47,6.01,6.06
879,Rio Grande City,26.38,-98.82,32.78,69.0,99.0,0.45,US,1596307597.0,4.01,3.27,4.41,6.2,6.51,6.38
880,Casas Grandes,30.37,-107.95,32.22,35.0,0.0,3.13,MX,1596307597.0,,,,,,
881,Delta,5.5,6.0,23.69,79.0,4.0,2.09,NG,1596307597.0,,,,,,
882,Crawfordsville,40.04,-86.87,21.67,93.0,90.0,3.6,US,1596307597.0,2.48,1.77,2.97,4.68,5.46,5.59
883,Cody,44.53,-109.06,27.78,41.0,1.0,4.1,US,1596307597.0,3.77,1.79,3.82,6.97,6.01,6.29
884,Pullman,46.73,-117.18,27.78,32.0,1.0,2.6,US,1596307516.0,2.23,1.16,2.4,7.29,6.25,6.75
885,Fort Myers Beach,26.45,-81.95,35.0,46.0,20.0,6.2,US,1596307433.0,5.75,3.92,5.52,4.79,5.82,5.75
886,Bayonet Point,28.33,-82.68,36.11,47.0,0.0,2.65,US,1596307598.0,4.97,3.51,5.04,4.25,5.48,5.41
887,Anaconda,46.13,-112.94,27.0,34.0,1.0,1.53,US,1596307598.0,2.84,1.45,3.06,6.61,5.86,6.18
888,Sweetwater,25.76,-80.37,32.22,59.0,40.0,6.7,US,1596307598.0,5.19,3.79,5.21,4.25,5.53,5.42
889,Castaños,26.78,-101.42,29.0,51.0,40.0,4.19,MX,1596307598.0,,,,,,
890,Kingsport,36.55,-82.56,31.11,62.0,75.0,1.5,US,1596307598.0,3.41,2.28,3.71,4.51,5.69,5.75
891,Azle,32.9,-97.55,32.0,43.0,40.0,3.1,US,1596307599.0,4.5,2.88,4.5,6.17,6.29,6.29
892,Pocatello,42.87,-112.45,33.33,18.0,1.0,2.1,US,1596307599.0,2.35,1.43,2.6,7.85,6.5,6.77
893,Artesia,33.87,-118.08,29.0,64.0,1.0,2.6,US,1596307599.0,4.34,3.05,4.81,6.64,6.88,6.98
894,Truth or Consequences,33.13,-107.25,31.0,25.0,1.0,3.6,US,1596307599.0,7.22,3.69,6.19,6.9,6.54,6.54
895,North Branch,45.51,-92.98,24.44,71.0,100.0,2.68,US,1596307599.0,2.41,1.46,2.86,5.14,5.28,5.54
896,Shelburne,44.08,-80.2,30.0,40.0,20.0,4.1,CA,1596307496.0,,,,,,
897,Cloquet,46.72,-92.46,25.0,64.0,40.0,6.2,US,1596307599.0,2.87,1.45,3.15,5.03,5.19,5.48
898,Waterloo,43.47,-80.52,30.0,39.0,1.0,5.1,CA,1596307502.0,,,,,,
899,Eagle Pass,28.71,-100.5,33.0,59.0,40.0,3.1,US,1596307600.0,4.53,3.25,4.63,6.24,6.38,6.27
900,Coatesville,39.98,-75.82,32.22,48.0,75.0,2.6,US,1596307533.0,3.24,2.02,3.57,4.3,5.3,5.38
901,West Des Moines,41.57,-93.75,28.0,42.0,40.0,2.47,US,1596307524.0,2.83,1.78,3.21,5.12,5.5,5.67
902,Seaford,50.77,0.1,18.89,81.0,38.0,0.45,GB,1596307600.0,,,,,,
903,Lake Wales,27.9,-81.59,33.33,55.0,1.0,3.1,US,1596307600.0,5.06,3.59,5.12,4.41,5.61,5.55
904,Cumpas,29.98,-109.78,34.81,43.0,0.0,0.94,MX,1596307600.0,,,,,,
905,Vincennes,48.85,2.43,27.22,44.0,100.0,3.1,FR,1596307601.0,,,,,,
906,Maskinongé,46.23,-73.02,28.89,48.0,1.0,4.6,CA,1596307601.0,,,,,,
907,Katy,29.79,-95.82,29.44,78.0,1.0,1.5,US,1596307601.0,3.54,2.79,3.94,4.93,5.9,5.84
908,Carbondale,37.73,-89.22,20.0,88.0,90.0,3.6,US,1596307601.0,2.97,2.04,3.35,5.48,5.89,6.0
909,Madison Heights,42.49,-83.11,26.67,78.0,90.0,2.1,US,1596307601.0,2.2,1.62,2.8,4.35,5.22,5.37
910,Bellmead,31.59,-97.11,34.0,35.0,5.0,4.26,US,1596307601.0,3.94,2.78,4.15,5.98,6.3,6.28
911,Pell City,33.59,-86.29,31.11,66.0,40.0,5.1,US,1596307601.0,3.83,2.61,4.05,4.59,5.7,5.72
912,Charlottesville,38.03,-78.48,31.67,66.0,90.0,2.6,US,1596307544.0,3.81,2.31,4.0,4.42,5.47,5.55
913,Ville-Marie,47.33,-79.43,25.0,61.0,90.0,1.5,CA,1596307602.0,,,,,,
914,,,,,,,,,,,,,,,
915,Pasco,28.29,-82.42,35.56,58.0,8.0,0.89,US,1596307602.0,4.99,3.51,5.03,4.19,5.42,5.34
916,Big Spring,32.25,-101.48,32.78,29.0,1.0,1.5,US,1596307602.0,5.39,3.33,5.23,6.39,6.4,6.37
917,Wasco,35.59,-119.34,32.78,20.0,1.0,3.6,US,1596307602.0,2.6,2.3,3.45,8.03,7.23,7.35
918,Elwood,-37.88,144.98,10.56,81.0,0.0,6.7,AU,1596307603.0,,,,,,
919,Mayfield,36.74,-88.64,22.22,100.0,90.0,4.1,US,1596307603.0,3.08,2.14,3.46,5.35,5.91,6.0
920,Crown Point,41.42,-87.37,25.0,57.0,75.0,3.1,US,1596307603.0,2.16,1.63,2.75,4.59,5.34,5.5
921,Saint Thomas,13.18,-59.58,31.0,66.0,40.0,4.6,BB,1596307603.0,,,,,,
922,Marathon,44.9,-89.77,26.67,47.0,75.0,2.1,US,1596307603.0,2.36,1.46,2.79,4.85,5.23,5.47
923,Buckeye,33.37,-112.58,38.0,35.0,46.0,3.6,US,1596307603.0,6.42,3.5,5.81,7.31,6.78,6.8
924,La Joya,18.67,-99.47,30.0,69.0,90.0,3.1,MX,1596307604.0,,,,,,
925,Warren,39.43,-84.17,28.89,69.0,90.0,4.1,US,1596307604.0,2.66,1.87,3.14,4.93,5.6,5.72
926,Cranbrook,49.5,-115.77,30.0,40.0,75.0,2.1,CA,1596307533.0,,,,,,
927,Huntsville,34.73,-86.59,28.33,74.0,90.0,5.7,US,1596307459.0,3.34,2.35,3.67,4.67,5.71,5.73
928,Stuttgart,48.78,9.18,29.0,37.0,100.0,1.5,DE,1596307507.0,,,,,,
929,Daphne,30.6,-87.9,34.0,74.0,1.0,2.6,US,1596307495.0,3.9,2.91,4.23,4.43,5.56,5.52
930,Pine Bluff,34.23,-92.0,28.89,54.0,75.0,2.6,US,1596307605.0,3.4,2.4,3.71,5.6,6.1,6.15
931,Morris,40.83,-74.53,33.89,43.0,75.0,0.76,US,1596307605.0,3.45,2.06,3.78,4.18,5.12,5.22
932,Lucan,53.36,-6.44,16.11,72.0,75.0,6.2,IE,1596307605.0,,,,,,
933,Suamico,44.63,-88.04,26.67,50.0,40.0,2.1,US,1596307605.0,2.52,1.5,2.9,4.9,5.25,5.49
934,Richmond Hill,43.87,-79.44,30.0,43.0,100.0,2.24,CA,1596307319.0,,,,,,
935,Saltillo,25.42,-101.0,23.89,60.0,40.0,3.89,MX,1596307605.0,,,,,,
936,Parksville,49.32,-124.32,22.78,71.0,5.0,3.04,CA,1596307391.0,,,,,,
937,Guerrero,17.67,-100.0,26.91,62.0,25.0,1.88,MX,1596307606.0,,,,,,
938,Meaford,44.6,-80.58,25.56,76.0,100.0,1.31,CA,1596307491.0,,,,,,
939,Estevan,49.13,-102.98,25.0,41.0,40.0,2.6,CA,1596307415.0,,,,,,
940,Sterling Heights,42.58,-83.03,26.67,78.0,90.0,2.1,US,1596307606.0,2.1,1.58,2.71,4.33,5.21,5.35
941,Bahía Honda,22.9,-83.16,30.24,66.0,9.0,5.48,CU,1596307606.0,,,,,,
942,Dawson,31.77,-84.45,32.0,59.0,1.0,3.1,US,1596307606.0,4.18,2.89,4.35,4.42,5.64,5.62
943,Penticton,49.48,-119.59,30.0,28.0,40.0,3.6,CA,1596307538.0,,,,,,
944,Indiana,40.0,-86.25,23.33,88.0,90.0,2.1,US,1596307350.0,2.62,1.83,3.1,4.72,5.47,5.6
945,Belgrade,44.8,20.47,26.0,39.0,0.0,2.6,RS,1596307345.0,,,,,,
946,Rancho Mirage,33.74,-116.41,37.78,42.0,1.0,4.6,US,1596307595.0,6.19,3.43,5.72,8.31,7.03,7.03
947,Pineville,31.32,-92.43,28.0,74.0,40.0,4.1,US,1596307416.0,3.57,2.62,3.84,4.99,5.95,5.93
948,Rivers,50.03,-100.24,24.0,47.0,75.0,4.1,CA,1596307607.0,,,,,,
949,Albion,42.24,-84.75,25.0,69.0,40.0,2.1,US,1596307607.0,2.04,1.52,2.59,4.42,5.22,5.38
950,Olive Branch,34.96,-89.83,23.33,100.0,90.0,2.6,US,1596307602.0,3.24,2.29,3.57,5.35,6.01,6.07
951,Aiken,33.58,-81.6,36.11,46.0,40.0,5.7,US,1596307608.0,4.16,2.77,4.34,4.32,5.59,5.59
952,Kokomo,40.49,-86.13,21.11,100.0,90.0,4.6,US,1596307538.0,2.34,1.7,2.86,4.65,5.42,5.55
953,El Fuerte,26.42,-108.62,34.64,46.0,0.0,1.73,MX,1596307608.0,,,,,,
954,Middleton,53.55,-2.2,17.22,57.0,3.0,1.34,GB,1596307537.0,,,,,,
955,Etchoropo,26.77,-109.67,35.56,50.0,0.0,4.92,MX,1596307608.0,,,,,,
956,Vancouver,49.25,-123.12,21.67,68.0,20.0,6.2,CA,1596307336.0,,,,,,
957,Chubbuck,42.92,-112.47,33.33,18.0,1.0,2.1,US,1596307609.0,2.45,1.45,2.68,7.93,6.58,6.89
958,Niagara Falls,43.1,-79.07,31.11,35.0,1.0,4.6,CA,1596307385.0,1.43,1.32,2.1,4.79,5.27,5.43
959,Nelson,-41.28,173.28,10.56,88.0,100.0,0.89,NZ,1596307609.0,,,,,,
960,Waseca,44.08,-93.51,26.11,57.0,1.0,1.5,US,1596307454.0,2.17,1.42,2.6,5.11,5.35,5.58
961,Rock Sound,24.9,-76.2,29.09,77.0,100.0,13.58,BS,1596307609.0,,,,,,
962,Viesca,25.35,-102.8,30.0,51.0,75.0,3.1,MX,1596307609.0,,,,,,
963,Bloomingdale,27.89,-82.24,35.56,56.0,40.0,3.1,US,1596307609.0,5.19,3.62,5.17,4.26,5.47,5.4
964,El Paso,31.76,-106.49,34.0,30.0,20.0,2.1,US,1596307388.0,6.79,3.78,5.8,6.59,6.58,6.35
965,Holt,42.64,-84.52,24.0,69.0,40.0,4.6,US,1596307311.0,1.96,1.47,2.51,4.49,5.26,5.43
966,Lubbock,33.6,-101.83,32.78,29.0,20.0,2.6,US,1596307610.0,5.72,3.27,5.36,6.76,6.64,6.66
967,Searcy,35.25,-91.74,28.0,58.0,75.0,3.1,US,1596307610.0,3.3,2.3,3.63,5.57,6.04,6.11
968,Melita,49.27,-101.0,23.33,55.0,62.0,2.68,CA,1596307610.0,,,,,,
969,Two Rivers,44.15,-87.57,24.0,69.0,1.0,3.1,US,1596307610.0,2.35,1.51,2.82,4.68,5.21,5.43
970,Castle Rock,39.37,-104.86,30.0,23.0,0.0,0.45,US,1596307337.0,5.07,2.56,4.82,6.65,6.12,6.28
971,Forest Hills,42.96,-85.49,25.56,73.0,90.0,3.6,US,1596307611.0,2.11,1.5,2.63,4.47,5.21,5.39
972,Clemson,34.68,-82.84,33.33,55.0,20.0,2.1,US,1596307611.0,4.42,2.74,4.46,4.89,5.88,5.92
973,Andros Town,24.7,-77.77,30.07,70.0,100.0,14.99,BS,1596307611.0,,,,,,
974,Hendersonville,36.3,-86.62,28.0,83.0,90.0,3.1,US,1596307611.0,3.05,2.17,3.44,4.91,5.74,5.8
975,Caldwell,43.66,-116.69,30.56,28.0,1.0,3.1,US,1596307611.0,2.51,1.48,2.78,8.61,6.84,7.24
976,Nadadores,27.05,-101.6,29.0,51.0,40.0,3.37,MX,1596307611.0,,,,,,
977,Raymondville,26.48,-97.78,32.0,66.0,40.0,3.1,US,1596307612.0,3.53,3.08,4.1,5.3,6.07,5.94
978,Starkville,33.45,-88.82,29.0,61.0,40.0,4.1,US,1596307507.0,3.57,2.52,3.85,4.91,5.84,5.86
979,Kelso,46.15,-122.91,18.89,77.0,90.0,2.1,US,1596307612.0,1.53,1.11,2.0,5.11,5.32,5.63
980,,,,,,,,,,,,,,,
981,Port Townsend,48.12,-122.76,20.0,72.0,90.0,2.77,US,1596307612.0,1.5,1.02,1.96,4.96,5.21,5.58
982,Clifton,40.86,-74.16,33.89,40.0,20.0,2.1,US,1596307427.0,3.33,2.03,3.7,4.17,5.15,5.26
983,Québec,46.81,-71.21,27.78,57.0,40.0,2.1,CA,1596307589.0,,,,,,
984,Waynesboro,38.07,-78.89,30.0,74.0,90.0,2.1,US,1596307543.0,4.05,2.37,4.15,4.41,5.41,5.46
985,Grass Valley,39.22,-121.06,32.22,11.0,1.0,2.6,US,1596307613.0,3.2,2.08,3.6,8.94,7.3,7.54
986,Caborca,30.58,-111.1,35.0,38.0,0.0,0.89,MX,1596307613.0,,,,,,
987,Alma,48.55,-71.65,28.89,69.0,20.0,2.1,CA,1596307504.0,,,,,,
988,Gloucester,51.87,-2.24,18.89,54.0,27.0,4.02,GB,1596307388.0,,,,,,
989,Martinsville,36.69,-79.87,31.67,62.0,40.0,2.1,US,1596307613.0,4.13,2.5,4.23,4.58,5.58,5.63
990,Fergus Falls,46.28,-96.08,24.44,64.0,40.0,6.7,US,1596307613.0,1.96,1.27,2.42,5.59,5.47,5.8
991,Saraland,30.82,-88.07,32.78,70.0,62.0,2.98,US,1596307614.0,3.85,2.84,4.15,4.39,5.56,5.52
992,Cairo,30.06,31.25,33.0,33.0,0.0,4.6,EG,1596307517.0,,,,,,
993,Mashpee,41.65,-70.48,29.44,54.0,40.0,3.6,US,1596307614.0,2.92,1.84,3.36,4.36,5.22,5.37
994,Brantford,43.13,-80.27,30.0,54.0,75.0,6.2,CA,1596307468.0,,,,,,
995,Jesup,31.61,-81.89,35.0,39.0,40.0,1.31,US,1596307614.0,4.21,2.94,4.42,4.35,5.6,5.57
996,Potam,27.6,-110.38,34.0,46.0,75.0,4.1,MX,1596307614.0,,,,,,
997,Woodburn,45.14,-122.86,22.78,64.0,20.0,0.88,US,1596307615.0,1.51,1.18,2.04,6.19,5.9,6.27
998,Somerton,32.6,-114.71,40.0,29.0,1.0,8.2,US,1596307615.0,6.43,3.65,5.94,7.85,6.94,6.93
999,Oskaloosa,41.3,-92.64,28.0,54.0,54.0,3.46,US,1596307615.0,2.7,1.78,3.13,5.12,5.48,5.63
